Country,Age,Occupation,Education_Level,Income_USD,Daily_Screen_Time_Hours,Phone_Unlocks_Per_Day,Social_Media_Usage_Hours,Gaming_Usage_Hours,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Depression_Score,Anxiety_Score,Stress_Level,Time_Spent_With_Family_Hours,Internet_Connection_Type,Primary_Device_Brand,Has_Screen_Time_Management_App,Self_Reported_Addiction_Level,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score
UK,54,Engineer,PhD,41635.37,6.2,112,0.74,2.47,2.55,2.23,-0.14,7.07,1.37,29.3,43.14,25.11,35.62,0.81,3G,Xiaomi,No,Severe,25.94,No,8,76,47.95
Japan,36,Manager,Master's,25455.32,6.38,90,2.55,1.07,1.84,2.2,1.97,6.3,0.53,7.93,4.09,16.85,48.73,1.12,WiFi,Other,No,High,32.73,Yes,16,105,43.94
Brazil,30,Artist,Bachelor's,13237.37,5.77,119,2.57,2.33,-1.51,2.41,2.71,6.33,1.46,10.96,58.55,12.52,51.25,1.93,4G,Samsung,Yes,Severe,17.85,Yes,10,136,15.38
Germany,35,Manager,PhD,24611.88,7.63,104,1.39,0.86,2.01,1.41,2.85,8.26,0.11,31.92,17.68,89.93,33.36,1.53,3G,Huawei,No,High,34.31,Yes,11,40,86.04
USA,17,Salesperson,High School,22615.72,2.03,100,2.86,0.9,2.16,0.94,2.23,4.13,1.32,50.22,74.88,87.52,2.71,0.24,3G,OnePlus,No,Moderate,30.13,Yes,16,131,65.93
India,56,Doctor,Bachelor's,25870.83,7.84,55,2.83,2.22,1.15,2.18,2.15,6.07,0.63,25.13,56.34,51.35,14.28,0.43,5G,Apple,No,Low,28.23,No,17,130,21.56
Russia,68,Unemployed,Master's,28407.52,5.16,122,1.4,3.46,-0.09,1.69,0.89,6.47,1.33,97.58,98.95,41.53,20.65,-0.21,WiFi,OnePlus,Yes,Moderate,19.24,Yes,10,119,40.02
UK,30,Artist,Master's,36059.78,3.68,118,2.73,2.73,3.26,1.59,2.47,6.17,0.68,38.38,98.33,4.68,2.24,1.51,4G,Other,Yes,Moderate,32.23,No,11,145,72.63
Germany,61,Manager,Bachelor's,21254.31,6.42,73,2.34,1.66,2.47,0.85,2.33,6.66,0.01,97.51,67.22,48.72,88.98,1.88,4G,Xiaomi,Yes,Moderate,33.52,No,19,102,11.05
Russia,14,Salesperson,High School,8695.46,6,70,2.52,-0.2,1.07,2.15,1.54,7.92,0.88,38.79,77.36,74.82,85.68,0.76,4G,Other,Yes,High,1.73,No,12,65,30.23
USA,69,Salesperson,None,34317.55,7.3,64,3.13,-0.03,1.13,0.5,1.82,6.98,1.21,82.01,99.5,75.78,18.21,1.88,WiFi,Huawei,No,Low,29.6,Yes,12,127,39.54
USA,58,Unemployed,Bachelor's,34292.29,6.14,83,0.83,1.59,2.8,1.62,3.34,5.65,1.24,67.47,93.83,56.05,74.58,1.21,4G,Samsung,No,Low,28.03,Yes,11,142,35.84
Nigeria,67,Doctor,High School,29049.14,7.07,55,0.42,4.07,1.56,1.44,2.8,7.27,0.91,13.82,8.96,37.89,84.44,1.24,WiFi,Apple,No,Severe,31.17,No,20,95,94.13
Russia,21,Salesperson,Master's,25833,3.92,71,2.27,0.17,1.69,1.34,3.1,6.71,1.26,93.89,70.88,78.94,12.23,1.56,3G,Xiaomi,Yes,High,11.87,Yes,20,49,40.06
India,62,Doctor,None,33658.36,5.64,52,1.86,1.01,2.32,1.07,3.11,5.68,0.85,97.96,17.85,69.74,85.92,1.82,4G,Samsung,No,High,27.02,Yes,11,103,27.16
UK,45,Teacher,PhD,23022.36,6.07,97,2.79,0.01,2.22,1.35,1.02,5.85,0.2,84.49,30.49,12.06,2.56,1.14,3G,Apple,No,Low,31.18,Yes,13,131,10.06
USA,61,Salesperson,Bachelor's,30318.57,9.49,102,2.08,2.28,2.5,2.08,2.6,5.73,0.51,37.77,73.77,45.48,56.4,1.31,WiFi,Xiaomi,No,Low,27.79,Yes,16,72,48.15
USA,33,Doctor,Bachelor's,54802.69,7.31,99,1.77,2.3,2.61,1.61,2.76,5.89,1.07,8.8,35.64,63.73,84.07,2.77,3G,Huawei,No,Moderate,37.29,Yes,20,91,0.94
Mexico,17,Doctor,High School,11576.87,6.6,89,1.74,0.61,1.08,1.26,2.6,6.54,1.34,51.56,20.63,4.9,82.49,2.92,3G,Xiaomi,No,Severe,25.07,Yes,9,119,98.29
India,23,Teacher,None,13241.03,4.42,72,2.41,2.23,1.88,1.26,1.56,7.48,0.43,47.64,95.11,7.21,60.6,1.09,3G,Apple,Yes,Severe,30.2,Yes,9,100,93.85
UK,17,Engineer,PhD,36691.21,3.64,102,1.07,-0.09,2.27,2.06,1.8,7.57,1.07,73.58,65.5,95.69,30.64,2.59,5G,Other,Yes,High,20.16,No,9,94,3.36
China,29,Doctor,None,16587.6,6.13,67,1.84,1.99,2.46,1.1,1.4,3.68,1.51,63.54,4.89,95.4,92.21,0.34,4G,Apple,No,High,15.55,Yes,17,80,24.04
India,39,Teacher,PhD,36799.43,6.02,87,3.8,3.34,4.09,1.75,1.98,6.03,0.56,96.6,96.28,83.72,27.65,0.62,3G,Other,Yes,High,24.4,Yes,15,84,64.22
Japan,37,Teacher,Master's,43284.21,2.63,67,1.41,2.85,2.63,1.98,1.98,6.21,0.82,38.91,62.13,45.39,89.6,0.41,WiFi,Xiaomi,No,High,23.01,No,16,90,87.33
Russia,60,Engineer,High School,20821.73,6.67,72,2.5,1.82,3.15,1.37,1.68,5.99,1.65,9.17,55.35,55.72,50.14,0.67,3G,Other,Yes,Low,24.3,Yes,12,83,23.54
Nigeria,49,Unemployed,Bachelor's,16222.85,9.54,88,2.22,0.93,2.49,0.38,2.53,7.1,1.18,11.58,99.28,2,70.16,0.71,4G,Samsung,No,Low,12.99,Yes,13,126,68
Germany,12,Doctor,None,25576.25,5.97,113,3.17,1.42,2.61,0.64,3.52,6.61,1.29,80.57,76.46,90.71,43.59,1.54,WiFi,Other,No,Severe,16.45,No,8,106,2.41
China,61,Engineer,None,50828.94,9.49,72,2.22,2.86,2.45,1.89,2.47,6.3,0.17,67.07,38.93,11.99,10.93,0.44,5G,Samsung,Yes,High,17.16,Yes,10,101,70.64
India,64,Engineer,None,33817.09,8.56,84,1.54,0.58,0.59,1.71,0.88,7.47,0.59,49.22,18.33,56.11,41.82,1.19,5G,Apple,Yes,Low,19.61,No,13,107,40.96
China,23,Salesperson,PhD,885.98,3.9,105,2.57,1.67,1.8,2.14,2.43,6.31,0.44,77.69,40.92,14.14,91.75,1.38,4G,Samsung,Yes,High,14.53,No,20,145,64.87
Mexico,15,Salesperson,Master's,10676.52,4.31,107,2.31,2.32,1.33,1.39,2.28,6.84,1.19,25.57,13.59,19.77,86.23,1.43,5G,Apple,Yes,Moderate,8.14,No,17,129,63.95
UK,42,Teacher,Master's,28439.67,4.97,143,1.9,1.75,1.93,2.32,2.98,5.48,0.93,12.25,36.41,67.63,56.4,2.32,3G,OnePlus,Yes,High,10.81,No,14,104,17.62
Russia,21,Student,Master's,31951.13,6.84,82,2.38,2.13,3.84,0.49,2.72,5.38,1.61,46.88,27.48,94.75,27.36,0.38,3G,Huawei,No,Severe,27.21,No,14,76,90.27
Brazil,22,Unemployed,High School,35667.21,6.2,109,0.98,1.72,3.33,1.3,2.23,6.36,0.63,21.56,58.12,18.27,89.6,1.97,3G,Huawei,Yes,Severe,9.19,Yes,17,100,26.05
USA,28,Engineer,Bachelor's,22610.87,6.9,43,2.46,2.52,1.98,2.78,3.27,7.98,-0.21,15.82,28.8,96.29,93.28,0.33,5G,Xiaomi,No,Severe,27.27,No,13,95,56.9
India,35,Doctor,Bachelor's,5413.63,5.35,23,3.25,0.61,2.45,1.71,2.57,6.21,0.85,50.27,20.91,39.4,2.79,2.15,3G,Huawei,No,High,18.51,No,16,108,54.68
Nigeria,59,Manager,High School,37227.23,4.14,81,0.99,2.93,2.98,0.97,2.62,7.79,0.97,45.89,62.17,99.92,47.06,0.81,WiFi,Xiaomi,Yes,High,31.87,No,17,110,14.93
Brazil,16,Salesperson,High School,14082.19,7.54,68,2.62,2.37,2.82,1.8,1.71,7.74,0.55,36.63,13.34,30.42,52.9,1.56,WiFi,Huawei,No,High,31.86,Yes,15,100,40.79
Germany,17,Salesperson,PhD,39139.1,6.13,39,1.44,1.77,0.18,1.67,1.8,6.72,0.44,82.47,37.12,32.45,41.28,0.31,4G,Samsung,Yes,High,12.76,No,14,107,31.49
Nigeria,35,Student,Master's,17326.38,7.58,77,1.9,1.5,2.53,1,3.17,5.53,0.54,92.36,6.7,23.53,63.82,2.25,WiFi,Samsung,Yes,Low,34.74,Yes,17,92,72.42
Mexico,43,Salesperson,Bachelor's,40353.59,7.48,101,3.59,2.11,2.77,1.25,2.13,6.37,0.76,98.85,79.87,54.47,87.73,0.96,4G,Other,Yes,High,27.5,Yes,17,87,78.13
Germany,61,Unemployed,PhD,48592.97,5.03,76,1.27,0.45,0.46,1.04,4.18,7.1,0.6,39.77,83.31,30.37,58.76,0.35,WiFi,Huawei,Yes,Low,19.55,Yes,19,58,87.31
UK,47,Manager,None,15178.86,6.94,85,2.49,2.49,2.01,2.25,0.52,6.94,0.74,0.6,86.16,94.65,59.87,2.53,3G,Apple,No,Severe,32.45,Yes,16,133,70.47
Mexico,19,Doctor,None,20973.96,4.68,23,1.99,0.08,4.2,1.72,3.73,5.82,0.55,85.66,66.84,19.86,89.66,2.24,4G,Samsung,No,Low,19.47,Yes,14,43,0.36
UK,65,Doctor,Bachelor's,16824.72,9.67,69,1.57,1.85,1.79,1.94,0.95,5.58,0.66,58.81,5.38,55.15,11.15,0.44,5G,Apple,Yes,Low,24.58,Yes,19,122,86.35
UK,16,Salesperson,Bachelor's,45228.93,2.95,115,2.86,0.83,3.52,1.66,1.38,5.26,2.05,64.55,71.81,41.31,75.15,2.99,4G,Apple,Yes,Low,17.48,No,10,80,6.68
Germany,37,Artist,PhD,685.92,7,83,1.73,0.37,1.67,1.41,2.91,6.82,1.28,3.23,56.66,29.29,86.85,1.36,3G,OnePlus,No,Severe,26.48,No,11,80,9.91
Russia,18,Manager,Bachelor's,15682.16,7.38,61,2.3,2.16,1.71,1.31,2.99,6.78,0.43,22.81,44.63,70.19,22.61,2.3,5G,Apple,No,High,22.2,No,8,89,75.44
China,69,Salesperson,Bachelor's,19765.29,1.17,91,0.29,1.38,2.51,0.87,2.75,6.85,1.46,49.69,3.75,0.92,81.53,1.78,WiFi,Samsung,No,Moderate,18.01,Yes,11,99,54.93
China,32,Salesperson,Master's,43377.42,6.51,71,1.5,1.71,3.16,0.57,2.33,5.92,1.49,71.29,39.71,38,17.22,2.77,4G,Apple,Yes,Low,33.95,No,9,162,66.37
Russia,68,Unemployed,None,13014.87,3.06,72,2.12,1,2.31,1.21,2.71,6.26,1.28,13.49,98.2,4.9,12.25,-0.89,5G,Xiaomi,No,Severe,17.4,Yes,12,147,45.27
Japan,63,Artist,High School,30506.51,-0.1,128,2.92,1.89,3,1.48,1.07,5.28,0.97,21.93,85.5,74.25,53.82,0.48,5G,Xiaomi,No,Moderate,41.41,No,12,107,45.08
Brazil,45,Doctor,High School,16824.97,8.09,94,1.08,1.34,1.23,1.67,2.03,7.56,-0.02,33.49,17.68,44.5,67.85,2.49,3G,Huawei,No,Moderate,28.62,Yes,17,55,45.42
USA,59,Student,Bachelor's,36353.27,6.7,51,1.44,0.6,0.09,1.26,1.46,8.22,0.81,49.23,90.97,26.42,93.94,1.5,5G,Other,No,Moderate,42.74,No,8,133,68.02
India,19,Unemployed,High School,40380.34,2.57,89,2.48,2.15,1.61,0.94,3.46,5.77,2.02,48.79,95.32,90.81,71.96,1.91,4G,OnePlus,Yes,Moderate,13.28,Yes,16,91,93.19
Japan,48,Manager,Master's,6014.07,4.85,78,1.83,-1.15,2.03,2.23,2.67,6.21,1.33,50.53,44.25,2.72,67.66,1.88,WiFi,Samsung,No,Low,31.92,Yes,17,86,37.93
Russia,41,Manager,Master's,29581.98,5.08,73,-0.32,0.5,2.16,1.37,3.46,8.01,1.02,60.63,97.97,88.59,24.69,0.13,5G,Other,Yes,High,38.47,Yes,12,69,12.46
Brazil,48,Manager,Master's,34097.28,2.74,101,3.43,2.92,2.12,0.95,2.03,4.68,1.89,35.43,85.07,36.72,41.7,1.02,3G,Xiaomi,Yes,Severe,17.41,No,20,55,85.77
Germany,42,Unemployed,PhD,57586.93,6.42,120,1.48,-0.54,1.46,1.27,1.8,6.32,0.8,67.46,60.31,69.49,47.25,0.52,WiFi,Apple,Yes,Moderate,15.6,Yes,12,91,55.05
Germany,28,Doctor,PhD,43142.51,9.47,30,2.29,1.62,2.41,2.09,3.12,5.05,1.61,56.65,85.99,54.32,89.79,1.4,5G,Apple,Yes,Low,13.73,Yes,16,157,61.24
China,49,Salesperson,None,42096.18,4.74,148,2.43,-0.02,0.74,0.79,1.1,6.89,1.33,40.51,95.41,30.46,61.49,1.27,WiFi,Samsung,Yes,Severe,27.91,Yes,9,68,83.89
Nigeria,54,Manager,PhD,45141.89,5.98,63,3.1,0.99,2.31,0.88,-0.38,8.66,1.06,72.88,75.65,23.13,83.14,0.34,3G,OnePlus,No,Moderate,10.68,No,18,81,21
Nigeria,59,Artist,PhD,23778.56,6.53,125,0.99,2.53,2.52,2.01,1.14,7.02,1.15,27.64,71.95,3.72,41.73,0.26,3G,OnePlus,No,High,39.44,Yes,13,54,62.04
Mexico,43,Salesperson,Master's,49062.82,2.76,114,2.27,2.32,3.29,0.92,1.82,6.44,1.17,81.9,57.95,45.91,25.25,2.49,4G,Xiaomi,Yes,Low,39.42,Yes,19,104,86.43
Germany,36,Salesperson,PhD,6066.67,7.38,51,2.01,1.52,1.75,1.13,1.66,6.55,0.91,16.91,0.36,5.06,1.21,0.2,4G,Apple,No,Moderate,14.49,Yes,13,46,74.86
Russia,65,Salesperson,Bachelor's,15156.3,3.76,102,1.7,2.38,1.9,1.28,1.36,7,0.7,84.38,60.13,61.39,85.58,0.75,WiFi,Other,Yes,Severe,29.71,Yes,18,91,77.44
Japan,28,Salesperson,High School,24399.49,3.91,78,1.15,0.84,1.56,1.65,1.27,6.54,0.25,85.95,6.13,64.41,37.8,1.08,3G,Xiaomi,Yes,High,27.17,Yes,9,66,85.68
Brazil,45,Manager,High School,46574.42,6.61,98,1.35,1.58,1.85,2.09,1.5,5.99,2.01,80.74,0.52,26.01,55.78,1.14,WiFi,Xiaomi,No,Severe,7.35,Yes,15,110,74.3
USA,31,Unemployed,Bachelor's,31957.97,8.21,50,2.15,3.16,1.93,2.02,0.77,7.49,0.89,26.64,84.68,26.82,90.53,2.08,WiFi,Apple,No,High,11.67,No,8,141,75.53
Russia,61,Student,Bachelor's,51866.33,4.97,89,1.9,2.4,2.75,0.86,2.81,6.11,1.33,73.24,34.44,77.79,49.84,0.6,WiFi,Huawei,Yes,Moderate,25.78,Yes,12,85,11.3
Nigeria,46,Doctor,High School,22590.26,1.59,115,2.37,0.79,2.21,1.23,2.31,7.19,0.5,3.54,88.07,71.61,5.3,0.24,3G,Xiaomi,Yes,Moderate,37.74,No,10,80,5.18
Japan,29,Student,Bachelor's,4138.47,4.63,141,1.96,1.22,3.65,1.18,1.11,7.13,1.07,64.7,73.02,86.9,42.65,3.11,4G,Xiaomi,Yes,Moderate,7,Yes,14,74,57.66
Brazil,28,Teacher,Master's,43831.23,5.75,82,1.22,1.16,2.26,1.52,1.44,5.22,1.36,27.13,66.88,66.62,37.67,1.55,WiFi,Other,Yes,Severe,22.17,No,18,91,58.09
Brazil,53,Teacher,High School,17711.76,6.14,128,1.42,2.63,3.11,1.07,0.88,7.97,1.01,79.07,40.31,1.63,79.85,2.1,4G,OnePlus,Yes,Moderate,25.54,Yes,12,82,67.32
China,62,Student,Bachelor's,34480.9,4.67,72,1.18,-0.44,1.55,1.71,1.26,7.13,1.76,24.89,40.86,72.13,84.34,0.49,5G,Samsung,No,High,30.35,No,20,67,34.35
Japan,52,Teacher,High School,21145.54,8.85,56,2.65,-0.09,1.22,0.82,2.08,4.13,1.04,48.19,46.22,92.14,66.29,0.28,3G,Huawei,No,Severe,16.62,No,14,87,79.7
China,70,Manager,Master's,-3642.49,3.2,80,0.64,1.64,1.12,2.04,2.01,6.12,0.73,99.51,74.61,94.75,88.29,1.69,5G,Apple,No,Severe,37.62,Yes,8,79,90.28
USA,15,Manager,Bachelor's,40892.07,8.67,91,0.55,-1.33,1.45,1.47,2.6,6.3,1.2,78.9,90.46,9.9,98.25,-0.6,3G,Samsung,No,Severe,17.92,No,20,109,48.19
Nigeria,62,Artist,High School,45820.22,4.1,82,2.35,1.05,2.24,2.37,0.6,8.2,0.75,20.27,98.58,30.94,48.28,0.87,WiFi,Samsung,No,High,35.45,Yes,11,56,35.2
USA,23,Engineer,None,28151.26,4.95,84,1.02,1.4,1,1.8,3.11,6.43,0.8,10.94,21.36,75.29,0.18,1.86,WiFi,OnePlus,No,High,26.85,No,14,68,51.27
India,36,Unemployed,Bachelor's,21671.92,7.44,111,1.69,1.45,1.86,1.22,2.33,5.35,0.77,50.85,76.47,83.13,80.58,1.62,3G,Huawei,Yes,Moderate,26.14,No,16,87,34.89
Japan,30,Manager,PhD,63942.13,3.18,65,3.18,0.23,1.86,1.75,0.12,7.46,1.12,62.31,45.3,1.17,99.24,1.02,3G,OnePlus,Yes,Severe,21.52,Yes,11,103,24.36
UK,19,Artist,PhD,50095.05,4.87,23,2.09,1.38,1.88,0.68,1.44,5.79,1.18,61.57,34.6,5.05,81.06,0.73,4G,Samsung,No,Low,14.53,Yes,14,34,12.3
Germany,66,Doctor,High School,48970.39,4.86,59,1.99,1.62,2,1.49,2.21,8.12,1.21,79.12,73.92,41.32,19.63,0.05,3G,Huawei,Yes,Low,24.39,Yes,16,77,48.69
Brazil,41,Unemployed,Bachelor's,23831.94,4.85,87,3.07,1.84,4.34,1.58,3.15,8.14,1.93,44.92,87.34,36.35,36.72,1.19,3G,Other,No,High,24.57,No,9,60,24.45
Germany,69,Unemployed,Master's,17960.06,3.34,98,2.53,3.38,1.47,1.52,1,5.61,0.13,38.84,76.72,55.95,10.34,0.02,4G,OnePlus,No,High,37.75,Yes,15,126,24.36
Nigeria,57,Teacher,Master's,32592.35,8.14,72,1.77,-0.04,1.8,1.86,0.5,6.14,1.55,65.53,26.07,32.76,23.04,2.08,3G,Other,No,High,21.09,Yes,19,168,46.91
UK,26,Student,None,10522.96,7.5,115,1.85,1.45,3.18,0.93,2.5,7.36,1.22,62.62,26.43,50.24,21.43,1.61,4G,Apple,Yes,Moderate,40.76,No,9,100,92.35
USA,58,Engineer,None,26973.05,2.8,77,-0.15,3.5,1,1.47,0.36,4.96,0.96,56.07,71.89,46.05,77.38,0.29,4G,Xiaomi,Yes,Severe,28.39,Yes,18,119,60.47
Brazil,36,Student,None,45340.16,5.44,59,2.02,2.39,2.07,1.04,1.41,5,0.76,71.65,91.76,92.97,4.42,2.44,WiFi,Xiaomi,Yes,Moderate,33.85,Yes,11,72,13.96
Nigeria,66,Student,Master's,36515.65,6.95,120,2.49,-0.37,2.72,2.09,1.64,8.24,1.21,78.64,35.87,60.44,81.89,1.76,4G,Other,Yes,Low,10.63,Yes,17,115,49.02
USA,69,Artist,PhD,35716.6,3.12,80,2.37,0.98,3.93,1.57,1.97,6.53,1.85,19.89,62.49,46.71,67.79,-0.41,5G,OnePlus,Yes,Severe,18.72,Yes,20,142,31.6
Germany,16,Artist,None,43000.27,7.48,52,0.25,2.36,0.03,1.06,0.64,4.83,0.87,53.61,64.9,49.86,67.17,1.67,3G,Samsung,Yes,Severe,23.62,No,10,84,94.29
UK,68,Engineer,Master's,46099.8,5.58,58,2.71,3.26,2.88,2.32,1.73,6.39,1.31,25.92,51.05,96.07,21.15,2.24,WiFi,Xiaomi,Yes,Low,27.41,No,16,91,72.56
Nigeria,15,Salesperson,Master's,26219.07,7.6,68,1.33,1.51,2.25,1.65,3.13,6.64,0.23,48.29,70.52,88.31,72.25,2.55,WiFi,Samsung,No,Moderate,33.69,No,8,91,71.56
Japan,17,Teacher,None,31612.02,7.03,63,3.08,1.59,2.92,2.16,1.44,8.29,0.75,81.4,65.12,16.26,52.9,1.37,5G,Huawei,No,Moderate,25.28,Yes,18,158,57.3
Japan,28,Doctor,Master's,55798.98,5.02,41,1.64,1.2,2.52,1.53,2.53,5.43,1.81,39.68,14.07,46.16,66.26,1.04,4G,Apple,No,Moderate,25.08,No,8,116,69.08
China,32,Engineer,Bachelor's,-945.65,4.03,94,2.09,1.97,3.07,1.05,1.74,8.36,0.99,77.92,52.04,28.32,91.58,0.62,WiFi,Huawei,Yes,Severe,20.76,No,14,117,99.06
UK,13,Doctor,PhD,19769.11,4.19,78,3.2,1.59,3.17,2.7,0.88,6.91,0.17,56.92,72.8,61.41,68.44,2,3G,Huawei,Yes,High,19.92,No,13,90,99.55
Brazil,20,Teacher,Bachelor's,35294.68,6.78,96,1.17,1.12,2.56,1.93,2.12,5.4,1.72,41.53,38.57,79.26,98.91,1.32,4G,Samsung,Yes,Severe,34.15,Yes,20,104,19.09
Russia,20,Doctor,None,60912.55,3.3,110,2.44,0.27,2.88,1.61,3.3,6.22,1.54,64.53,1.73,25.57,3,1.94,5G,OnePlus,No,High,33.62,Yes,16,100,95.41
Nigeria,67,Artist,High School,37289.19,6.91,71,3.45,0.89,3.57,1.84,3.48,6.72,1.14,67.44,93.92,67.12,44.28,-0.27,5G,OnePlus,No,Severe,18.26,No,9,121,65.14
Mexico,44,Unemployed,Bachelor's,-5517.58,7.09,57,1.39,0.49,0.25,2.31,2.36,5.09,1.24,52.17,7.88,67.83,47.49,1.47,5G,Other,Yes,High,21.07,No,15,80,98.19
Nigeria,62,Salesperson,PhD,26088.9,7.51,89,1.24,1.57,0.5,1.88,1.46,4.37,1.32,95.34,80.32,55.67,98.88,1.49,4G,Apple,Yes,Severe,33.74,Yes,17,122,98.29
Mexico,32,Doctor,Master's,33911.13,6.93,69,1.87,0.28,1.33,0.46,2.3,4.4,0.31,71.13,19.13,37.16,58.67,1.4,5G,OnePlus,No,High,16.38,No,8,83,80.02
Brazil,33,Artist,Bachelor's,25885.03,4.16,112,2.43,0.92,2.64,1.96,2,6.36,0.06,4.17,16.11,86.22,87.5,0.03,5G,Apple,No,Low,34.44,No,16,141,22.38
Nigeria,50,Unemployed,PhD,43212.38,6.43,84,1.83,2.54,1.96,1.3,1.45,7.4,1.36,75.4,54.28,38.69,40.09,1.44,3G,Xiaomi,No,Moderate,35.96,No,19,78,48.05
Nigeria,50,Salesperson,None,40618.49,2.47,73,1.66,0.44,1.92,1.57,2.5,7.51,0.52,93.56,43.99,41.56,9.43,0.23,3G,OnePlus,Yes,Moderate,14.59,Yes,20,105,23.85
USA,59,Student,PhD,34609.63,5.06,67,1.94,0.61,1.09,1.24,2.1,6.48,0.91,26.52,14.86,71.14,37.66,0.03,WiFi,Samsung,Yes,High,43.09,Yes,12,138,19
Germany,69,Engineer,High School,28401.64,9.76,84,2.76,2.94,2.52,0.27,2.54,6.94,0.52,39.35,37.43,25.01,49.8,1.28,5G,OnePlus,Yes,Low,33.82,Yes,14,88,7.68
Germany,30,Artist,High School,14686.49,6.84,86,3.03,2.47,1.04,1.43,2.6,6.41,0.69,8.53,22.54,59.82,45.18,1.34,WiFi,Huawei,No,Low,34.84,Yes,18,92,82.74
Russia,18,Artist,None,52964.49,6.91,84,0.95,0.31,3.34,2.51,0.68,6.1,0.51,80.84,7.02,12.23,59.48,1.32,3G,OnePlus,No,High,28.87,No,16,54,2.99
Nigeria,37,Doctor,Bachelor's,45735.45,3.47,55,2.01,0.25,1.51,1.15,1.66,6.2,1.35,0.25,89.4,84.22,0.98,2.22,WiFi,OnePlus,No,Moderate,32.55,Yes,10,143,37.86
India,53,Student,Bachelor's,24236.79,7.75,38,2.78,1.28,0.42,1.94,2.07,6.4,1.43,94.6,81.24,66.96,19.97,1.15,3G,Samsung,No,Moderate,19.67,No,15,126,95.58
Nigeria,21,Teacher,PhD,23537.19,5.07,67,2.07,1.43,1.68,1.33,1.3,7.06,0.49,82.42,87.58,13.55,42.07,1.94,4G,Apple,No,Low,37.04,Yes,20,71,25.58
Mexico,70,Salesperson,None,41500.95,10.67,104,2.39,2.61,2.13,0.72,1.4,6.17,0.77,22.14,88.11,27.2,83.94,1.85,5G,Other,Yes,High,13.39,Yes,19,115,45.9
UK,47,Doctor,None,33381.14,11.04,44,1.55,1.88,1.9,1.31,0.3,6.22,0.93,14.51,60.98,21.24,51.82,1.8,3G,Other,No,Severe,23.45,Yes,17,135,68.58
Brazil,16,Artist,PhD,23279.21,5.13,17,2.01,2.12,2,1.8,0.15,5.78,1.65,72.78,22.94,61.07,90.41,0.21,5G,Samsung,Yes,High,28.3,Yes,20,73,8.01
Mexico,40,Salesperson,Master's,588.98,5.96,84,2.3,0.91,2.41,1.33,2.34,5.95,0.95,54,44.6,89.61,74.27,0.91,3G,Samsung,No,Moderate,32.64,No,12,42,16.84
USA,33,Teacher,Bachelor's,32575.02,4.95,66,3.35,0.53,2.6,1.4,3.43,8.82,1.7,7.73,9.33,39.15,69.98,-0.41,5G,Other,Yes,Severe,36.19,No,20,78,94.39
Japan,18,Teacher,Bachelor's,51459.05,4.55,111,0.01,1.87,2.59,2.15,1.12,6.1,0.6,23.43,93.62,69.78,20.04,0.36,5G,Xiaomi,Yes,Low,11.72,Yes,10,89,12.53
Mexico,57,Doctor,PhD,-4156.06,8.29,104,-0.07,1.65,2.22,1.36,2.99,6.24,0.41,19.66,86.82,95.73,4.31,1.61,4G,OnePlus,No,Moderate,38.21,Yes,9,62,73.28
Russia,56,Teacher,Bachelor's,47570.99,9.54,91,0.33,-0.25,2.25,1.07,2.86,5.04,0.96,47.04,7.7,10.66,30.56,1.1,WiFi,Xiaomi,Yes,Severe,28.2,Yes,13,143,8.44
Japan,52,Manager,High School,33456.32,5.41,48,4.78,2.31,0.98,0.75,2.86,5.95,0.33,18.76,51.21,54.99,60.15,1.08,4G,Apple,No,Low,-4.18,No,12,66,27.38
Brazil,63,Unemployed,None,21492.87,5.16,90,1.39,3.11,1.72,1.43,1.55,5.31,0.55,93.32,93.32,19.02,3.07,2.57,3G,OnePlus,Yes,High,33.84,No,10,76,99.91
USA,65,Unemployed,Master's,49930.69,7.72,52,0.41,1.53,0.58,0.89,0.46,6.55,0.49,62.97,99.39,33.59,40.88,0.82,4G,OnePlus,No,High,28.14,No,15,56,84.23
Mexico,45,Salesperson,Master's,22483.58,7.17,69,1.78,0.69,2.01,1.43,1.92,6.22,0.97,87.6,58.52,31.6,36.1,0.17,3G,Xiaomi,Yes,Moderate,20.79,No,13,75,80.68
UK,47,Unemployed,None,27002.98,6.1,98,1.78,1.24,1.51,1.35,3.22,6.52,0.18,6.27,50.93,14.59,17.83,0.4,5G,Xiaomi,No,Low,14.61,Yes,16,60,51.2
Brazil,41,Student,Bachelor's,38392.98,5.29,124,1.67,1.79,4.21,1.53,1.31,6.76,1.4,15.93,29.4,13.51,33.57,1.31,4G,Apple,No,Moderate,16.61,Yes,18,109,87.8
Mexico,61,Teacher,PhD,30467.55,4.95,77,2.96,1.41,2.94,2.17,1.84,6.37,1.12,8.72,98.41,94.13,44.65,2.06,4G,Other,Yes,Low,22.02,No,16,94,37.63
China,25,Doctor,Bachelor's,57700.21,5.54,53,0.18,2.16,3.08,1.61,1.4,6.91,0.91,38.16,45.76,8.06,98.73,1.85,WiFi,Samsung,Yes,Low,32.23,Yes,16,134,10.7
